text,label
Withdrawing from bath salts is very difficult,1
opium abuse has serious health consequences,1
The vacation at the waterfall was wonderful,0
My friend has been struggling with bath salts use,1
I watched a great sci-fi film at the cinema,0
The bread I made tasted delicious,0
The jam dessert was perfectly made,0
I watched a great action film at the cinema,0
The vacation at the valley was wonderful,0
The fish I made tasted delicious,0
I never want to use cocaine again,1
I never want to use opium again,1
I discovered a new gaming I really enjoy,0
I'm planning a trip to the forest,0
I've been sober from ketamine for 10 years,1
Rehab helped me quit gbl,1
Medical treatment for percocet requires expertise,1
I baked chocolate from scratch today,0
I love eating yogurt on weekends,0
My tennis team won the game yesterday,0
Cooking cheese is my weekend ritual,0
The tennis match was exciting,0
I went soccer with my friends yesterday,0
I discovered a new photography I really enjoy,0
My hockey team won the game yesterday,0
Staying clean from synthetic cannabis is challenging,1
I've been sober from methadone for 1 year,1
The park was crowded with people surfing,0
I took weed yesterday for sleep,1
"The weather is stormy today, perfect for running",0
The cake I made tasted delicious,0
The side effects of dmt are severe,1
pcpx can be highly addictive and dangerous,1
I took oxycodone yesterday for recreation,1
I had a productive day at the restaurant,0
I've been sober from ghb for 6 months,1
I love the smell of fresh steak,0
The badminton match was exciting,0
The side effects of hydrocodone are severe,1
I baked steak from scratch today,0
My family supported my hydrocodone recovery,1
Reading biography books is my favorite activity,0
I love eating pizza on weekends,0
My the beach colleagues are very friendly,0
Long-term codeine use causes serious damage,1
My psilocybin habit cost me everything,1
Recovery from opioids takes time and commitment,1
Long-term mescaline use causes serious damage,1
The rice dessert was perfectly made,0
"The weather is foggy today, perfect for skating",0
The dangers of xanax are well-documented,1
My football team won the game yesterday,0
People with hydrocodone addiction need support,1
dmt abuse has serious health consequences,1
codeine withdrawal symptoms include nausea,1
I love eating jam on weekends,0
Recovery from hydrocodone takes time and commitment,1
The western movie was amazing last night,0
I went basketball with my friends yesterday,0
The park was crowded with people cycling,0
My tennis team won the game yesterday,0
Reading self-help books is my favorite activity,0
Long-term methamphetamine use causes serious damage,1
I love the smell of fresh nuts,0
I watched a great action film at the cinema,0
The adventure movie was amazing last night,0
I baked bread from scratch today,0
khat addiction is a serious problem,1
The comedy movie was amazing last night,0
Withdrawing from crack is very difficult,1
Street vicodin is often contaminated,1
My family supported my oxycodone recovery,1
Staying clean from psilocybin is challenging,1
The western movie made me laugh,0
Street morphine is often contaminated,1
I spent the afternoon gardening,0
fentanyl can be highly addictive and dangerous,1
I love the smell of fresh beans,0
The sunset was beautiful at the canyon,0
I enjoy gardening in my free time,0
The effects of methadone wear off quickly,1
My family supported my xanax recovery,1
My family loves ice cream for dinner,0
Synthetic dmt is extremely dangerous,1
Recovery from weed takes time and commitment,1
I had a productive day at the store,0
I watched a great horror film at the cinema,0
xanax is commonly misused for pain relief,1
I watched a great animated film at the cinema,0
I love eating honey on weekends,0
I practiced photography for three hours,0
Treatment for fentanyl dependency requires professional help,1
Cooking cookies is my weekend ritual,0
Treatment for xanax dependency requires professional help,1
Staying clean from morphine is challenging,1
My benzos habit cost me everything,1
Long-term weed use causes serious damage,1
"The weather is rainy today, perfect for skating",0
The vacation at the volcano was wonderful,0
benzos abuse has serious health consequences,1
Cooking yogurt is my weekend ritual,0
Withdrawing from fentanyl is very difficult,1
I never want to use kratom again,1
The side effects of fentanyl are severe,1
I baked burger from scratch today,0
The book club discussed a adventure novel,0
My family loves jam for dinner,0
ketamine withdrawal symptoms include headaches,1
I enjoy knitting in my free time,0
ecstasy abuse has serious health consequences,1
The sci-fi movie made me laugh,0
heroin abuse has serious health consequences,1
Street meth is often contaminated,1
The doctor prescribed ecstasy for my arthritis,1
Treatment for xanax dependency requires professional help,1
The chocolate dessert was perfectly made,0
Getting clean from opioids changed my life,1
The drama movie made me laugh,0
Long-term cannabis use causes serious damage,1
I enjoy reading in my free time,0
I had a productive day at the restaurant,0
Street marijuana is often contaminated,1
My family supported my cannabis recovery,1
My the restaurant colleagues are very friendly,0
I practiced knitting for three hours,0
Rehab helped me quit codeine,1
The comedy movie was amazing last night,0
The dangers of benzos are well-documented,1
vicodin addiction is a serious problem,1
I spent the afternoon cooking,0
I watched a great thriller film at the cinema,0
I've been sober from methamphetamine for 15 years,1
My friend has been struggling with percocet use,1
My garden has beautiful volcano,0
Medical treatment for synthetic cannabis requires expertise,1
My family supported my vicodin recovery,1
I love eating chicken on weekends,0
"The weather is snowy today, perfect for cycling",0
Getting clean from dmt changed my life,1
Reading memoir books is my favorite activity,0
The clear weather ruined my running,0
Seeking help for synthetic cannabis addiction was the best decision,1
I discovered a new collecting I really enjoy,0
The dangers of marijuana are well-documented,1
I'm in recovery from ketamine,1
I've been sober from kratom for 2 years,1
Mixing ketamine with alcohol is deadly,1
The book club discussed a memoir novel,0
The side effects of crack are severe,1
My friend has been struggling with weed use,1
meth addiction is a serious problem,1
meth addiction is a serious problem,1
I've been sober from crack for 15 years,1
The stormy weather ruined my jogging,0
The sunny weather ruined my surfing,0
My gaming hobby has become my passion,0
My family loves salad for dinner,0
I went boxing with my friends yesterday,0
I'm planning a trip to the volcano,0
My pcpx habit cost me everything,1
Medical treatment for pcpx requires expertise,1
The animated movie was amazing last night,0
I love eating chicken on weekends,0
Recovery from methcathinone takes time and commitment,1
Recovery from crack takes time and commitment,1
My family loves fish for dinner,0
Recovery from cocaine takes time and commitment,1
The book club discussed a science fiction novel,0
The book club discussed a biography novel,0
Overdosing on oxycodone can be fatal,1
My the beach colleagues are very friendly,0
My lsd habit cost me everything,1
The action movie made me laugh,0
The book club discussed a historical novel,0
